Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Gift Card,Status
magnesium-gummies-30-7,Magnesium Gummies 13+,"<b>Magnesium Gummies for Kids above 4 years</b><br/><br/>
Some days, kids are extra cranky, restless, or just can't seem to settle down at bedtime. And as parents, it's hard not to wonder: ""Are they getting everything they need?""<br/><br/>
Magnesium is an important mineral that plays an important role in muscle and nerve function. Since many kids can be picky eaters, getting enough through everyday foods isn't always easy.<br/><br/>
<b>Signs your child may not be getting enough magnesium:</b><br/>
• Restless or uneasy sleep<br/>
• Fussiness or cranky moods<br/>
• Muscle discomfort after active play<br/>
• Low intake of nuts, seeds, greens, or whole foods<br/><br/>
Little Joys Magnesium Gummies are thoughtfully made for busy families who want something clean, simple, and easy to say yes to.<br/><br/>
🌿 <b>19 mg elemental magnesium</b> for normal muscle and nerve function, along with Vitamin B6 & Vegan D3<br/><br/>
🌾 <b>Made with fibre</b> (prebiotic from chicory root)<br/><br/>
🚫 <b>ZERO Added Sugar</b><br/><br/>
🎨 <b>No artificial colours, flavours, or preservatives</b><br/><br/>
<b>30 Gummies | Clean Label | Approved by Moms. Loved by Kids.</b>",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00693.BO_N,499.00,549.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/magnesium-gummies-30/Website-Thumbnail%20%281%29_fk6xic.jpg?tr=w-600,Magnesium Gummies 13+,FALSE,active
activemix-nutrition-powder-vanilla,Nutrimix 13+ Vanilla Nutrition Powder,"<span style='line-height: 1.5;'><span style='font-size: 20px; font-weight: 600;'>💪 Protein powder for teens that a mom can actually trust.</span><br/><br/><b>Nutrimix 13+</b> gives your teenager 12g of high-quality protein per glass, from a blend of dairy and whole-food sources including almonds, walnuts, brown rice, ragi, and moong dal.<br><br>No added sugar, lab-tested, and vegetarian.<br/><br/><b>What’s inside?</b><br/>✅ <b>12gm Protein - </b> Supports daily protein needs for growing teens (which can be 22g+ per day!). Fuels energy, focus, and strong bones, not just muscles. <br/>✅ <b>23 Vitamins & Minerals - </b>Covers immunity, energy, brain development, and overall health.<br/>✅ <b>Natural Ingredients - </b>Brown Rice, Almonds, Walnuts, Moong Dal, Ragi, Oats, and Bajra.<br/>✅ <b>No Added Sugar - </b>Sweetened with Stevia. Great taste. No guilt.<br/><br/><b>Approved by Moms, Loved by Teens 💛</b><br/>Whether they're in sports, studying long hours, or just growing fast with a packed schedule, two scoops a day helps keep their energy, bone health, and brain development on track.</br></br>Just mix 2 scoops with 200ml of milk or water. Hot or cold. ✨</span></br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00664.BO_N,649.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/activemix-nutrition-powder-vanilla/thumbnail%20copy_48thjp.jpg?tr=w-600,Nutrimix 13+ Vanilla Nutrition Powder,FALSE,active
magnesium-gummies-30-2,Magnesium Gummies 4+,"<b>Magnesium Gummies for Kids above 4 years</b><br/><br/>
Some days, kids are extra cranky, restless, or just can't seem to settle down at bedtime. And as parents, it's hard not to wonder: ""Are they getting everything they need?""<br/><br/>
Magnesium is an important mineral that plays an important role in muscle and nerve function. Since many kids can be picky eaters, getting enough through everyday foods isn't always easy.<br/><br/>
<b>Signs your child may not be getting enough magnesium:</b><br/>
• Restless or uneasy sleep<br/>
• Fussiness or cranky moods<br/>
• Muscle discomfort after active play<br/>
• Low intake of nuts, seeds, greens, or whole foods<br/><br/>
Little Joys Magnesium Gummies are thoughtfully made for busy families who want something clean, simple, and easy to say yes to.<br/><br/>
🌿 <b>19 mg elemental magnesium</b> for normal muscle and nerve function, along with Vitamin B6 & Vegan D3<br/><br/>
🌾 <b>Made with fibre</b> (prebiotic from chicory root)<br/><br/>
🚫 <b>ZERO Added Sugar</b><br/><br/>
🎨 <b>No artificial colours, flavours, or preservatives</b><br/><br/>
<b>30 Gummies | Clean Label | Approved by Moms. Loved by Kids.</b>",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00743.BO_N,499.00,549.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/magnesium-gummies-30/Website-Thumbnail%20%281%29_fk6xic.jpg?tr=w-600,Magnesium Gummies 4+,FALSE,active
proteinmix,"Proteinmix (Roti, Dosa, Pancake) - 250g","Make everyday rotis &amp; dosas high in protein!<br/><br/>

Does your picky eater refuse dal, paneer, or milk but happily eats roti? 
Just add <b>1 scoop of Proteinmix</b> to their roti dough — 
<b>no taste change</b>, so kids can’t even tell!<br/><br/>

💪 <b>12g Protein Per Scoop</b><br/>
2x the protein in regular roti to support growing kids.<br/><br/>

🌱 <b>100% Plant-Based Protein</b><br/>
No whey. Gentle on digestion and light on the stomach — ideal for kids and everyday family use.<br/><br/>

🥣 <b>Mix Into Everyday Meals</b><br/>
Add it to your daily atta or batter for:<br/>
- Chapati<br/>
- Paratha<br/>
- Dosa<br/>
- Cheela<br/>
- Baking recipes<br/><br/>

No new recipes. No extra effort.<br/><br/>

✨ <b>Clean, Worry-Free Nutrition</b><br/>
- No sugar<br/>
- No gluten<br/>
- No preservatives<br/><br/>

❤️ Approved by moms, loved by kids.",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00753.BO_N,549.00,599.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/multpurpose-nutrimix/thumbnail_proteinmix1%20copy%20%281%29_er8qbv.jpg?tr=w-600,"Proteinmix (Roti, Dosa, Pancake) - 250g",FALSE,active
nutrimix-nutrition-powder-13-vanilla,Nutrimix 13+ Vanilla Nutrition Powder,"<span style='line-height: 1.5;'><span style='font-size: 20px; font-weight: 600;'>💪 Protein powder for teens that a mom can actually trust.</span><br/><br/><b>Nutrimix 13+</b> gives your teenager 12g of high-quality protein per glass, from a blend of dairy and whole-food sources including almonds, walnuts, ragi, and bajra.<br><br>No added sugar, lab-tested, and vegetarian.<br/><br/><b>What’s inside?</b><br/>✅ <b>12gm Protein - </b> Supports daily protein needs for growing teens (which can be 22g+ per day!). Fuels energy, focus, and strong bones, not just muscles. <br/>✅ <b>22 Vitamins & Minerals - </b>Covers immunity, energy, brain development, and overall health.<br/>✅ <b>Ingredients - </b>Brown Rice, Almonds, Walnuts, Ragi and Bajra.<br/>✅ <b>No Added Sugar - </b>Sweetened with Stevia. Great taste. No guilt.<br/><br/><b>Approved by Moms, Loved by Teens 💛</b><br/>Whether they're in sports, studying long hours, or just growing fast with a packed schedule, two scoops a day helps keep their energy, bone health, and brain development on track.✨</span></br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00745.BO_N,649.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/activemix-nutrition-powder-vanilla/thumbnail%20copy_48thjp.jpg?tr=w-600,Nutrimix 13+ Vanilla Nutrition Powder,FALSE,active
calcium-gummies-strawberry-13,Calcium Gummies 13+,"The most critical time for your teen’s bones is <b>right now</b>.<br/><br/>⚠️ <b>90% of bone mass is built before age 18.</b> What teenagers build today, adults live on for decades.<br/><br/>These gummies are formulated specifically for the <b>13–18 age group</b>, when bone density needs are actually high.<br/><br/>

<b>Here's what's inside:</b><br/><br/>✅ <b>Calcium</b> builds the bone bank<br/>
✅ <b>Vitamin D3</b> (Vegan, from Lichen) ensures calcium actually gets absorbed<br/>
✅ <b>Vitamin B12</b> supports energy, focus, and stamina<br/>✅ <b>Chicory Root Prebiotic Fibre</b> improves gut health<br/><br/>🍓 <b>No chalky tablets.</b> No added sugar. No junk. Just <b>2 gummies a day.</b><br/><br/><b>100% Veg</b> | No artificial colours or flavours | No GMOs | No Gelatin<br/><b>30 Gummies</b> | Nutritionist-approved formula<br/><br/><b>Contains ingredients that help:</b>",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00636.BO_N,499.00,549.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/calcium-gummies-strawberry-13/1-1_grey_thumb_hyfh70.jpg?tr=w-600,Calcium Gummies 13+,FALSE,active
tomato-sauce-nogaric-onion-320g,Tomato Sauce - No Onion No Garlic (320 g),"Yummy Jain Tomato Sauce <b>No Onion, No Garlic.</b><br/><br/>

Enjoy the rich, classic tomato flavour in this clean, wholesome ketchup.<br/>
No refined sugar, no preservatives, no artificial colours or flavours, just real, juicy tomatoes.<br/><br/>

Made with 75% real tomato puree, naturally sweetened with jaggery, and blended with a touch of tangy spice for delicious balance.<br/>
An antioxidant-rich sauce that makes every snack better and healthier too!<br/><br/>

A tangy-sweet blend with a gentle chilli kick. Balanced acidity from vinegar meets the natural sweetness of jaggery, rounded off with a subtle warmth of cinnamon.<br/><br/>",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.000795.B0_N,349.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/tomato-sauce-nogaric-onion-320g/tomato-sauce-nogaric-onion-320g%20-%20Copy_fhmfuy.jpg?tr=w-600,Tomato Sauce - No Onion No Garlic (320 g),FALSE,active
sauce-squeezy-bottle,Tomato Sauce Squeeze- 320 g,"🍅 Parents, stop the sugar-loaded ketchup and try this <b>yummy, better alternative instead!</b><br/><br/>💯 Made with <b>28% Tomato Paste and Sweetened with Jaggery.<b> <br/><br/>🚫 <b>Zero</b> preservatives, artificial color, and 0 MSG! Contains onion & garlic",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00572.B0_N,329.00,349.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/Tomato%20Sauce%20Squeeze-%20320%20g_lf4666.jpg?tr=w-600,Tomato Sauce Squeeze- 320 g,FALSE,active
jam-glass,Strawberry Honey Jam,"🍓 <b> Made with Whole Strawberries, 0% Added Sugar </b>– Enjoy the pure taste of ripe strawberries without any refined sugar.<br/><br/>✅ <b>Sweetened with FOS & Honey </b>– We believe in keeping it natural and delicious, with <b>no artificial sweeteners</b>.<br/><br/>❌ <b>No Preservatives, No Artificial Flavors </b>– Just real strawberries, bursting with flavor and nutrition.",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.000755.B0_N,314.00,349.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/Strawberry%20Honey%20Jam_eenpq6.jpg?tr=w-600,Strawberry Honey Jam,FALSE,active
millet-choco-crunch-star-moon,Millet Star Moon Shape Choco Crunch ,"✅ <b>Fun-shaped stars & moons</b> that make mornings exciting for every little astronaut.</br></br>

🥣 <b>Millet Choco Crunch</b> - Start the day with a fun choco crunch!</br></br>

❌ <b>No Refined Sugar</b>, only sweetened with <b>Jaggery</b></br></br>

💪 <b>Multigrain Energy</b> and Chocolatey</br></br>

❌ <b>No Maida | No Preservatives | No Refined Sugar | No Artificial Flavours</b>",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.000820.B0_N,299.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/millet-choco-crunch-star-moon/Choco-fills-website-thumbnail_cxyfxk.jpg?tr=w-600,Millet Star Moon Shape Choco Crunch ,FALSE,active
